stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
stop_0082,,"Mambo","",8.37891,-13.24133,,,0,,,
stop_0083,,"Congo Cross","",8.48278,-13.25842,,,0,hub_0011,,
stop_0084,,"King Street","",8.47699,-13.23255,,,0,,,
stop_0085,,"Old School Drive","",8.45617,-13.24786,,,0,,,
stop_0086,,"Belgium","",8.48813,-13.23708,,,0,,,
stop_0087,,"Tombodu Gas Station","",8.37792,-13.1014,,,0,,,
stop_0088,,"Oba Sie","",8.46945,-13.18831,,,0,,,
stop_0089,,"Tombo Park, Waterloo ( Origin)","",8.32897,-13.07068,,,0,,,
stop_0090,,"Regent Road","",8.47991,-13.22772,,,0,,,
stop_0091,,"Police Gate","",8.46712,-13.18482,,,0,,,
stop_0092,,"United Methodist Church","",8.47525,-13.19686,,,0,,,
stop_0093,,"K27","",8.46777,-13.21486,,,0,,,
stop_0094,,"Campbell Street","",8.44893,-13.1657,,,0,,,
stop_0095,,"Chaious","",8.41328,-13.14646,,,0,,,
stop_0096,,"Lakka Junction","",8.40161,-13.2635,,,0,,,
stop_0097,,"Babadorie Junction","",8.4611,-13.2694,,,0,,,
stop_0098,,"Sussex Junction","",8.35064,-13.22921,,,0,,,
stop_0099,,"White Stone Big Wann","",8.3515,-13.07759,,,0,,,
stop_0100,,"Deepeye Water Health Centre","",8.35778,-13.08219,,,0,,,
stop_0101,,"Kinghama Road","",8.46897,-13.24695,,,0,,,
stop_0102,,"Kargbo Drive","",8.46582,-13.22192,,,0,,,
stop_0103,,"Container Mile 13","",8.36986,-13.23292,,,0,,,
stop_0104,,"Kenedy Street","",8.48912,-13.21256,,,0,,,
stop_0105,,"Hospital","",8.46174,-13.21883,,,0,,,
stop_0106,,"Old School Drive","",8.45625,-13.2478,,,0,,,
stop_0107,,"Safecon","",8.4845,-13.21134,,,0,,,
stop_0108,,"King Harman Road","",8.46895,-13.24553,,,0,,,
stop_0109,,"Kabay Drive","",8.49272,-13.27847,,,0,,,
stop_0110,,"SLPMB","",8.44385,-13.16135,,,0,hub_0016,,
stop_0111,,"Dworzark","",8.46774,-13.23501,,,0,hub_0014,,
stop_0112,,"Richard Allen","",8.47383,-13.18746,,,0,,,
stop_0113,,"RCRC Building","",8.4007,-13.26368,,,0,,,
stop_0114,,"New England","",8.47116,-13.24014,,,0,,,
stop_0115,,"Lombard Street","",8.48934,-13.21402,,,0,,,
stop_0116,,"Bus Station","",8.49174,-13.2335,,,0,,,
stop_0117,,"Devil Hole","",8.36913,-13.09209,,,0,,,
stop_0118,,"Patton Street","",8.48916,-13.22035,,,0,,,
stop_0119,,"Hamilton Primary School","",8.38853,-13.25541,,,0,,,
stop_0120,,"New Market Sir Sameul Lewis Rd","",8.48695,-13.26928,,,0,,,
stop_0121,,"Timbo Lane","",8.41284,-13.26464,,,0,,,
stop_0122,,"Parsonage","",8.47416,-13.1889,,,0,,,
stop_0123,,"Samba Gutter","",8.47847,-13.23725,,,0,,,
stop_0124,,"Special Court","",8.47088,-13.24081,,,0,,,
stop_0125,,"Fly Street","",8.48917,-13.21347,,,0,,,
stop_0126,,"Savage Square","",8.48975,-13.21621,,,0,,,
stop_0127,,"Fire Station","",8.48173,-13.22994,,,0,,,
stop_0128,,"Lemon Lane","",8.48552,-13.2192,,,0,,,
stop_0129,,"Jette","",8.46648,-13.17674,,,0,,,
stop_0130,,"Kingtom Bridge","",8.48478,-13.24455,,,0,,,
stop_0131,,"Maxwell Street","",8.44791,-13.16468,,,0,,,
stop_0132,,"Maxwell Street","",8.44804,-13.16494,,,0,,,
stop_0133,,"Second Welding Shop","",8.40754,-13.26128,,,0,,,
stop_0134,,"Girls School","",8.48031,-13.25466,,,0,,,
stop_0135,,"Fisher Lane Step","",8.47765,-13.20038,,,0,,,
stop_0136,,"Polio","",8.38681,-13.13382,,,0,,,
stop_0137,,"Tombo Junction","",8.33095,-13.07008,,,0,,,
stop_0138,,"Palmer Street","",8.44843,-13.16511,,,0,,,
stop_0139,,"Yams Farm","",8.38413,-13.11379,,,0,,,
stop_0140,,"Container","",8.46906,-13.18765,,,0,,,
stop_0141,,"Old Railway Line","",8.4808,-13.26555,,,0,,,
stop_0142,,"Golf Club","",8.46174,-13.27944,,,0,,,
stop_0143,,"Owen Steet","",8.48188,-13.22699,,,0,,,
stop_0144,,"Shell","",8.47069,-13.1906,,,0,,,
stop_0145,,"Porte Junction","",8.46475,-13.17505,,,0,,,
stop_0146,,"Charles Street Junction","",8.47844,-13.23952,,,0,,,
stop_0147,,"Jui","",8.39236,-13.1451,,,0,hub_0004,,
stop_0148,,"TOTAL","",8.40218,-13.16706,,,0,,,
stop_0149,,"Sam Lane","",8.45746,-13.21695,,,0,,,
stop_0150,,"New Signal Hill Road","",8.48273,-13.26258,,,0,,,
stop_0151,,"Bus Stop","",8.47698,-13.24802,,,0,,,
stop_0152,,"Ali and Sons","",8.39901,-13.16305,,,0,,,
stop_0153,,"First Big House, Adonkia","",8.41827,-13.27093,,,0,,,
stop_0154,,"7Th Battalion","",8.43327,-13.27753,,,0,,,
stop_0155,,"Acram","",8.48102,-13.21038,,,0,,,
stop_0156,,"Savage Square","",8.48515,-13.218,,,0,,,
stop_0157,,"Shell","",8.47083,-13.19074,,,0,,,
stop_0158,,"S. L.P.M.B Wellington","",8.44316,-13.1612,,,0,,,
stop_0159,,"Texaco","",8.47131,-13.18267,,,0,,,
stop_0160,,"Congress","",8.46554,-13.18185,,,0,,,
stop_0161,,"Will Street","",8.48615,-13.22103,,,0,,,
stop_0162,,"Sky Junction","",8.46233,-13.2186,,,0,,,
stop_0163,,"Joshua","",8.44724,-13.16431,,,0,,,
stop_0164,,"Sackville Street","",8.48691,-13.22876,,,0,hub_0009,,
stop_0165,,"Mas Complex","",8.43277,-13.15632,,,0,,,
stop_0166,,"Upgun","",8.48309,-13.21225,,,0,,,
stop_0167,,"Liverpool St by Pademba Rd","",8.48373,-13.23585,,,0,,,
stop_0168,,"Ola During Hospital","",8.48962,-13.21876,,,0,,,
stop_0169,,"SLPMB","",8.44446,-13.16189,,,0,hub_0016,,
stop_0170,,"Hill Cut Junction","",8.46186,-13.25437,,,0,,,
stop_0171,,"After the Bridge","",8.47108,-13.25111,,,0,,,
stop_0172,,"Locust Garage","",8.47371,-13.18753,,,0,,,
stop_0173,,"Thirty","",8.45566,-13.24637,,,0,,,
stop_0174,,"Tele Centre","",8.44758,-13.24982,,,0,,,
stop_0175,,"Dan Street","",8.48448,-13.21626,,,0,,,
stop_0176,,"Emos Drive & Regent Road","",8.43557,-13.22359,,,0,,,
stop_0177,,"White Street","",8.48356,-13.26815,,,0,,,
stop_0178,,"White Tank","",8.38075,-13.10683,,,0,,,
stop_0179,,"Savage Square","",8.48977,-13.21652,,,0,,,
stop_0180,,"Elk Street","",8.48619,-13.22674,,,0,,,
stop_0181,,"Ogoo Farm","",8.40339,-13.26276,,,0,,,
stop_0182,,"Johnson Street","",8.49196,-13.28494,,,0,,,
stop_0183,,"Sackville Street","",8.48736,-13.22885,,,0,hub_0009,,
stop_0184,,"Emergency Hospital","",8.42172,-13.27517,,,0,,,
stop_0185,,"Mamboreh","",8.42718,-13.15513,,,0,,,
stop_0186,,"Palmer Street","",8.44865,-13.16547,,,0,,,
stop_0187,,"Kingdom Hall Drive Banga Farm","",8.36393,-13.2322,,,0,,,
stop_0188,,"Sarolla","",8.47429,-13.19564,,,0,,,
stop_0189,,"Kallon Drive Off Cape Road Aberdeen","",8.49134,-13.28804,,,0,,,
stop_0190,,"Guma Quarter Drive","",8.38166,-13.24362,,,0,,,
stop_0191,,"Jubilee","",8.48542,-13.2188,,,0,,,
stop_0192,,"Farmer Field","",8.35501,-13.07996,,,0,,,
stop_0193,,"Bengazi","",8.38359,-13.24654,,,0,,,
stop_0194,,"Locust Junction","",8.47284,-13.18577,,,0,,,
stop_0195,,"Kennedy Street & Kissy Road","",8.48391,-13.21458,,,0,,,
stop_0196,,"Beoku Lane & Congo Town Road","",8.48326,-13.25555,,,0,,,
stop_0197,,"Maranatha Secondary","",8.46425,-13.22111,,,0,,,
stop_0198,,"Tengbeh Town","",8.47523,-13.25559,,,0,hub_0015,,
stop_0199,,"Big House","",8.46744,-13.22269,,,0,,,
stop_0200,,"Wilberforce","",8.46869,-13.26234,,,0,hub_0001,,
stop_0201,,"CRSG Gate","",8.40741,-13.17478,,,0,,,
stop_0202,,"Garage","",8.41166,-13.14374,,,0,,,
stop_0203,,"Dan Street","",8.48451,-13.21619,,,0,,,
stop_0204,,"Angola Town","",8.4072,-13.26117,,,0,,,
stop_0205,,"Ferry Junction","",8.48,-13.20644,,,0,hub_0008,,
stop_0206,,"Jeremiah Drive,Banga Farm","",8.36506,-13.23218,,,0,,,
stop_0207,,"Eastern Police","",8.48799,-13.22635,,,0,hub_0010,,
stop_0208,,"Acram","",8.48115,-13.2104,,,0,,,
stop_0209,,"Helina","",8.47751,-13.19753,,,0,,,
stop_0210,,"Waterloo Street Junction","",8.4841,-13.23858,,,0,,,
stop_0211,,"St. Mary's","",8.46241,-13.25485,,,0,,,
stop_0212,,"Furniture","",8.40752,-13.14221,,,0,,,
stop_0213,,"Macauley Street","",8.47965,-13.23011,,,0,,,
stop_0214,,"Jui Road & New Main Motor Road","",8.39244,-13.14394,,,0,hub_0004,,
stop_0215,,"Leicester Road","",8.4774,-13.22788,,,0,,,
stop_0216,,"Eastern Police","",8.48768,-13.2262,,,0,hub_0010,,
stop_0217,,"Patton Street","",8.48628,-13.2214,,,0,,,
stop_0218,,"Lumley Filling Station","",8.45679,-13.2719,,,0,hub_0002,,
stop_0219,,"Will Street","",8.48599,-13.22047,,,0,,,
stop_0220,,"Annie Walsh Street","",8.48593,-13.22561,,,0,,,
stop_0221,,"Church","",8.39013,-13.15469,,,0,,,
stop_0222,,"Savage Square","",8.48513,-13.21806,,,0,,,
stop_0223,,"Bottom Mango","",8.33492,-13.07301,,,0,,,
stop_0224,,"Haja Fatmata","",8.45671,-13.17147,,,0,,,
stop_0225,,"John Street","",8.47875,-13.24054,,,0,,,
stop_0226,,"Saint John","",8.479,-13.24358,,,0,,,
stop_0227,,"Mende Junction","",8.44808,-13.25094,,,0,,,
stop_0228,,"Berwick Street Junction","",8.48203,-13.24378,,,0,,,
stop_0229,,"War Wonded","",8.39229,-13.15539,,,0,,,
stop_0230,,"Bombay","",8.48837,-13.22002,,,0,,,
stop_0231,,"Regent Road","",8.40373,-13.16944,,,0,,,
stop_0232,,"Sign Board","",8.49221,-13.281,,,0,,,
stop_0233,,"King Harman Road Junction","",8.47066,-13.24685,,,0,,,
stop_0234,,"Adelaide Street","",8.48064,-13.24329,,,0,,,
stop_0235,,"Yellow House","",8.43479,-13.22055,,,0,,,
stop_0236,,"Kissi Town Junction","",8.3879,-13.1486,,,0,,,
stop_0237,,"Bathurst Main Road & Youyi Highway","",8.43175,-13.208,,,0,,,
stop_0238,,"Metchem Junction","",8.43043,-13.27747,,,0,,,
stop_0239,,"New England","",8.47049,-13.23965,,,0,,,
stop_0240,,"Cemetery by Ascension Town","",8.48429,-13.2469,,,0,,,
stop_0241,,"Dworzark","",8.46768,-13.23508,,,0,hub_0014,,
stop_0242,,"Ferry Junction","",8.47966,-13.20564,,,0,hub_0008,,
stop_0243,,"Bathurst  Junction","",8.43173,-13.20782,,,0,,,
stop_0244,,"Poyo Bar","",8.43437,-13.15737,,,0,,,
stop_0245,,"Black Tank","",8.45159,-13.2615,,,0,,,
stop_0246,,"Shell","",8.47225,-13.19314,,,0,,,
stop_0247,,"First Street","",8.48463,-13.22595,,,0,,,
stop_0248,,"Lodge","",8.47417,-13.24877,,,0,,,
stop_0249,,"Bank","",8.33193,-13.07103,,,0,,,
stop_0250,,"Savage Square","",8.48504,-13.21771,,,0,,,
stop_0251,,"Byrne Lane Old Market, Sir Samuel Lewis Rd","",8.48571,-13.26866,,,0,,,
stop_0252,,"Hamilton Bridge","",8.3866,-13.25144,,,0,,,
stop_0253,,"Elk Street","",8.4865,-13.22669,,,0,,,
stop_0254,,"St. Pauls Drive","",8.44684,-13.23201,,,0,,,
stop_0255,,"Faith Assembly Of God Church","",8.47363,-13.24594,,,0,,,
stop_0256,,"Fire Force","",8.37373,-13.09623,,,0,,,
stop_0257,,"Old Market","",8.48587,-13.26889,,,0,,,
stop_0258,,"Fourah Bay Road & Fly Street","",8.48907,-13.21301,,,0,,,
stop_0259,,"King Gurge","",8.40457,-13.1708,,,0,,,
stop_0260,,"Kissi Town Junction","",8.38782,-13.1489,,,0,,,
stop_0261,,"Christ Church","",8.47834,-13.23574,,,0,,,
stop_0262,,"Mission","",8.45849,-13.17225,,,0,,,
stop_0263,,"First Junction","",8.44374,-13.22641,,,0,,,
stop_0264,,"GTBank","",8.44547,-13.16272,,,0,,,
stop_0265,,"Lemon Lane","",8.48551,-13.21904,,,0,,,
stop_0266,,"Mosque Baw Baw","",8.34418,-13.21745,,,0,,,
stop_0267,,"Adonkia Police Station","",8.4162,-13.26825,,,0,,,
stop_0268,,"Compound Lane","",8.46923,-13.23607,,,0,,,
stop_0269,,"Cole Farm","",8.48538,-13.26297,,,0,,,
stop_0270,,"Mission","",8.45551,-13.17108,,,0,,,
stop_0271,,"Oba Side","",8.46868,-13.18686,,,0,,,
stop_0272,,"Four Mile Park","",8.32735,-13.06799,,,0,,,
stop_0273,,"Sarolla","",8.4744,-13.19578,,,0,,,
stop_0274,,"Mile 13","",8.36827,-13.232,,,0,,,
stop_0275,,"Dworzark Junction","",8.47312,-13.23635,,,0,,,
stop_0276,,"Total","",8.46457,-13.25776,,,0,,,
stop_0277,,"Texaco","",8.47114,-13.18189,,,0,,,
stop_0278,,"Easton Street","",8.48565,-13.21947,,,0,,,
stop_0279,,"Jubilee","",8.48535,-13.21871,,,0,,,
stop_0280,,"Total Filling Station","",8.4646,-13.25809,,,0,,,
stop_0281,,"Freetown Rd","",8.47926,-13.26197,,,0,,,
stop_0282,,"Calaba Town","",8.43028,-13.155,,,0,,,
stop_0283,,"Patton Street","",8.48635,-13.22135,,,0,,,
stop_0284,,"Marie Stopes","",8.46809,-13.18588,,,0,,,
stop_0285,,"Mini Market Main Motor Rd","",8.47989,-13.26385,,,0,,,
stop_0286,,"Baw Baw Entrance","",8.34521,-13.21994,,,0,,,
stop_0287,,"Fuel Station,Lakka","",8.39531,-13.26131,,,0,,,
stop_0288,,"Deepeye Water Health Centre","",8.35777,-13.08224,,,0,,,
stop_0289,,"Waterloo Hospital","",8.33642,-13.07322,,,0,,,
stop_0290,,"Mansaray Drive & Regent Road","",8.43915,-13.22437,,,0,,,
stop_0291,,"Baw Baw","",8.34102,-13.21291,,,0,hub_0013,,
stop_0292,,"Malta Street (Lower).","",8.48825,-13.21935,,,0,,,
stop_0293,,"Melon Street & Bai Bureh Road","",8.45157,-13.16798,,,0,,,
stop_0294,,"Station Road & Bai Bureh Road","",8.40542,-13.14261,,,0,,,
stop_0295,,"Salt Pond Community Primary School","",8.3726,-13.23525,,,0,,,
stop_0296,,"National","",8.48751,-13.21002,,,0,,,
stop_0297,,"Lowcost Junction","",8.46872,-13.18701,,,0,,,
stop_0298,,"Liberty","",8.49253,-13.2795,,,0,,,
stop_0299,,"Kowar Drive & Regent Road","",8.43737,-13.22447,,,0,,,
stop_0300,,"Kingtom Park","",8.49151,-13.24768,,,0,,,
stop_0301,,"Mountain Cut","",8.48757,-13.22481,,,0,,,
stop_0302,,"Lumley","",8.45506,-13.27181,,,0,hub_0002,,
stop_0303,,"Dan Street & Kissy Road","",8.48455,-13.21633,,,0,,,
stop_0304,,"Sackville Street","",8.48693,-13.22882,,,0,hub_0009,,
stop_0305,,"Sayenu Street & Bai Bureh Road","",8.43961,-13.16076,,,0,,,
stop_0306,,"Rogbangba Road","",8.38793,-13.12928,,,0,,,
stop_0307,,"King Foam","",8.48732,-13.26137,,,0,,,
stop_0308,,"Collegiate","",8.48043,-13.27024,,,0,,,
stop_0309,,"Asda","",8.38656,-13.11942,,,0,,,
stop_0310,,"Queen Street","",8.47796,-13.23358,,,0,,,
stop_0311,,"Lakka Junction","",8.39926,-13.2637,,,0,,,
stop_0312,,"Kamayama","",8.44744,-13.2487,,,0,,,
stop_0314,,"Berwick Street","",8.48074,-13.24392,,,0,,,
stop_0315,,"Gluocester","",8.45731,-13.21684,,,0,,,
stop_0316,,"Wash Car","",8.46211,-13.25045,,,0,,,
stop_0317,,"FCC","",8.49068,-13.23506,,,0,,,
stop_0318,,"Dundas Street","",8.47775,-13.23814,,,0,,,
stop_0319,,"Rogbangba Road","",8.38785,-13.1294,,,0,,,
stop_0321,,"Post Office","",8.34,-13.07419,,,0,,,
stop_0322,,"Gluocester","",8.45656,-13.21659,,,0,,,
stop_0323,,"Wilberforce","",8.46767,-13.26165,,,0,hub_0001,,
stop_0324,,"J.Mata","",8.47882,-13.20082,,,0,,,
stop_0325,,"Pultney St","",8.48612,-13.23574,,,0,,,
stop_0326,,"New York","",8.3886,-13.12297,,,0,,,
stop_0327,,"Yams Farm Garage","",8.38437,-13.11198,,,0,,,
stop_0328,,"Saint Paul Drive","",8.44706,-13.23258,,,0,,,
stop_0329,,"Shell","",8.47173,-13.19237,,,0,,,
stop_0330,,"Police Post","",8.40556,-13.17226,,,0,,,
stop_0332,,"Edward Street","",8.48194,-13.24195,,,0,,,
stop_0333,,"Md Spot","",8.38732,-13.15134,,,0,,,
stop_0334,,"Texaco","",8.47102,-13.18191,,,0,,,
stop_0335,,"Hughes Street","",8.48062,-13.22743,,,0,,,
stop_0336,,"Taqi Drive & Old Railway Line","",8.47145,-13.25157,,,0,,,
stop_0337,,"Angola Town Junction","",8.40816,-13.26121,,,0,,,
stop_0338,,"Ferry Junction","",8.47901,-13.20126,,,0,,,
stop_0339,,"Airtel Office Point","",8.44898,-13.23549,,,0,,,
stop_0340,,"Airport","",8.47738,-13.22071,,,0,,,
stop_0341,,"John F Kennedy","",8.48621,-13.21035,,,0,,,
stop_0342,,"Ferry Junction","",8.47974,-13.20534,,,0,hub_0008,,
stop_0343,,"Hospital Main Motor Rd","",8.48249,-13.267,,,0,,,
stop_0344,,"Mosque","",8.45306,-13.26755,,,0,,,
stop_0345,,"Metzger Street & Kissy Bypass Road","",8.47568,-13.19741,,,0,,,
stop_0346,,"Congo Market","",8.47807,-13.24064,,,0,,,
stop_0347,,"Iamuil Mosque","",8.48232,-13.21185,,,0,,,
stop_0348,,"Riverside Drive","",8.47045,-13.24844,,,0,,,
stop_0349,,"Regent Road","",8.48585,-13.23029,,,0,,,
stop_0350,,"Basa Town Junction","",8.32652,-13.06291,,,0,,,
stop_0351,,"Chrismun Close","",8.46341,-13.22045,,,0,,,
stop_0353,,"Helina","",8.47724,-13.19686,,,0,,,
stop_0354,,"Ronsab School","",8.46708,-13.26922,,,0,,,
stop_0355,,"Welding Shop,Mile 13","",8.36847,-13.23226,,,0,,,
stop_0356,,"Upgun","",8.48322,-13.21298,,,0,,,
stop_0358,,"Allen Town Furniture","",8.41184,-13.14392,,,0,,,
stop_0359,,"Model by Circular Rd","",8.47779,-13.23229,,,0,,,
stop_0360,,"Wilberforce","",8.46881,-13.26211,,,0,hub_0001,,
stop_0361,,"Bolling Street Junction","",8.48808,-13.24456,,,0,,,
stop_0362,,"Regent","",8.43492,-13.21848,,,0,,,
stop_0363,,"Nassit Estate Gate","",8.42399,-13.27659,,,0,,,
stop_0364,,"David Drive","",8.45695,-13.25128,,,0,,,
stop_0365,,"Kingdom Hall","",8.48583,-13.22017,,,0,,,
stop_0366,,"Samuel's","",8.47049,-13.19021,,,0,,,
stop_0367,,"Aberdeen","",8.493764,-13.287102,,,0,hub_0003,,
stop_0368,,"Winter Street","",8.47127,-13.1916,,,0,,,
stop_0369,,"Mission","",8.4582,-13.17203,,,0,,,
stop_0370,,"Debie Wata","",8.37198,-13.09467,,,0,,,
stop_0371,,"Shell Junction","",8.47169,-13.19231,,,0,,,
stop_0372,,"Elk Street","",8.48722,-13.22643,,,0,,,
stop_0373,,"Pademba Road","",8.47719,-13.23623,,,0,,,
stop_0374,,"Aberdeen Road","",8.48507,-13.26684,,,0,,,
stop_0375,,"Patton Street","",8.48936,-13.22034,,,0,,,
stop_0376,,"10 Syke St","",8.48292,-13.24635,,,0,,,
stop_0377,,"POW School","",8.49024,-13.24526,,,0,,,
stop_0378,,"Kennedy Street & Kissy Road","",8.48396,-13.21482,,,0,,,
stop_0379,,"40 Old Railway Line","",8.47277,-13.25175,,,0,,,
stop_0380,,"White House","",8.41263,-13.14472,,,0,,,
stop_0381,,"Allen Town Market","",8.41396,-13.1495,,,0,,,
stop_0382,,"Calaba Town Last Station","",8.43089,-13.15517,,,0,,,
stop_0383,,"Girls School","",8.48011,-13.25461,,,0,,,
stop_0384,,"Choitram","",8.44171,-13.16095,,,0,,,
