trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
trip_0348,route_0089,service_0002,Ogoo Farm Parking Station ,"Off peak trip",,,shape_0089,
trip_0349,route_0089,service_0002,Ogoo Farm Parking Station ,"Evening peak trip",,,shape_0089,
trip_0350,route_0089,service_0001,Ogoo Farm Parking Station ,"Weekend trip",,,shape_0089,
trip_0351,route_0090,service_0002,Congo Town Market,"Weekdays",,,shape_0090,
trip_0352,route_0090,service_0001,Congo Town Market,"Weekends",,,shape_0090,
trip_0353,route_0091,service_0002,Lumley,"Morning peak trip",,,shape_0091,
trip_0355,route_0091,service_0002,Lumley,"Evening peak trip",,,shape_0091,
trip_0357,route_0092,service_0002,Braima Lane,"Morning peak trip",,,shape_0092,
trip_0358,route_0092,service_0002,Braima Lane,"Off peak trip",,,shape_0092,
trip_0360,route_0092,service_0001,Braima Lane,"Weekend trip",,,shape_0092,
trip_0361,route_0093,service_0002,Malta Street (Lower).,"Off peak trip",,,shape_0093,
trip_0362,route_0093,service_0002,Malta Street (Lower).,"Morning peak trip",,,shape_0093,
trip_0363,route_0093,service_0002,Malta Street (Lower).,"Evening peak trip",,,shape_0093,
trip_0365,route_0094,service_0002,Barracks Old Road,"Morning peak trip",,,shape_0094,
trip_0366,route_0094,service_0002,Barracks Old Road,"Off peak trip",,,shape_0094,
trip_0367,route_0094,service_0002,Barracks Old Road,"Evening peak trip",,,shape_0094,
trip_0368,route_0094,service_0001,Barracks Old Road,"Weekend trip",,,shape_0094,
trip_0369,route_0095,service_0002,Regent Road,"Evening peak trip",,,shape_0095,
trip_0370,route_0095,service_0002,Regent Road,"Off peak trip",,,shape_0095,
trip_0371,route_0095,service_0002,Regent Road,"Morning peak trip",,,shape_0095,
trip_0372,route_0095,service_0001,Regent Road,"Weekend trip",,,shape_0095,
trip_0373,route_0096,service_0002,Elk Street,"Weekdays",,,shape_0096,
trip_0374,route_0096,service_0001,Elk Street,"Weekends",,,shape_0096,
trip_0375,route_0097,service_0002,Regent,"Morning peak trip",,,shape_0097,
trip_0376,route_0097,service_0002,Regent,"Off peak trip",,,shape_0097,
trip_0377,route_0097,service_0002,Regent,"Evening peak trip",,,shape_0097,
trip_0378,route_0097,service_0001,Regent,"Weekend trip",,,shape_0097,
trip_0379,route_0098,service_0003,Kissy Ferry Terminal,"",,,shape_0098,
trip_0380,route_0100,service_0002,Wilberforce,"Weekdays",,,route_0106_1,
trip_0381,route_0090,service_0002,Congo Town Market,"Weekdays",,,route_0107_1,
trip_0382,route_0090,service_0002,Congo Town Market,"Weekdays",,,route_0108_1,
trip_0383,route_0099,service_0002,Bombay,"Morning peak trip",,,shape_0099,
trip_0384,route_0099,service_0002,Bombay,"Off peak trip",,,shape_0099,
trip_0385,route_0099,service_0002,Bombay,"Evening peak trip",,,shape_0099,
trip_0386,route_0099,service_0001,Bombay,"Weekend trip",,,shape_0099,
trip_0387,route_0100,service_0002,Wilberforce,"Weekdays",,,shape_0100,
trip_0388,route_0100,service_0001,Wilberforce,"Weekends",,,shape_0100,
trip_0389,route_0101,service_0002,Bombay,"Morning peak trip",,,shape_0101,
trip_0390,route_0101,service_0002,Bombay,"Off peak trip",,,shape_0101,
trip_0391,route_0101,service_0002,Bombay,"Evening peak trip",,,shape_0101,
trip_0392,route_0101,service_0001,Bombay,"Weekend trip",,,shape_0101,
trip_0393,route_0102,service_0002,Tree Planting,"Morning peak trip",,,shape_0102,
trip_0394,route_0102,service_0002,Tree Planting,"Off peak trip",,,shape_0102,
trip_0395,route_0102,service_0002,Tree Planting,"Evening peak trip",,,shape_0102,
trip_0396,route_0102,service_0001,Tree Planting,"Weekend trip",,,shape_0102,
trip_0397,route_0103,service_0002,Elk Street,"Morning peak trip",,,shape_0103,
trip_0398,route_0103,service_0002,Elk Street,"Off peak trip",,,shape_0103,
trip_0399,route_0103,service_0002,Elk Street,"Evening peak trip",,,shape_0103,
trip_0400,route_0103,service_0001,Elk Street,"Weekend trip",,,shape_0103,
trip_0401,route_0070,service_0002,Kingtom Park,"Weekdays",,,route_0109_1,
trip_0402,route_0110,service_0001,Murray Town Turntable,"Weekends",,,route_0110_1,
trip_0403,route_0110,service_0002,Murray Town Turntable,"Weekdays",,,route_0111_1,
trip_0404,route_0110,service_0002,Murray Town Turntable,"Weekdays",,,route_0112_1,
trip_0405,route_0077,service_0002,Elk Street,"Weekdays",,,route_0113_1,
trip_0406,route_0096,service_0002,Elk Street,"Weekdays",,,route_0116_1,
trip_0407,route_0066,service_0002,Elk Street,"Weekdays",,,route_0117_1,
trip_0408,route_0066,service_0002,Elk Street,"Weekdays",,,route_0118_1,
trip_0409,route_0039,service_0002,Sackville Street,"Weekdays",,,route_0119_1,
trip_0410,route_0039,service_0001,Sackville Street,"Weekends",,,route_0119_1,
