trip_id,service_id,route_id,shape_id,direction_id,trip_headsign
472,Mo-Su,11539651,11539650,0,9 Kilo
473,Mo-Su,11539651,11539649,1,Elisée Vierra
474,Mo-Su,11539787,11539785,0,Saint Jean
475,Mo-Su,11539787,11539786,1,Blockhauss
476,Mo-Su,11543111,11543110,0,CHU
477,Mo-Su,11543111,11543109,1,Gare de Warren Blockauss
478,Mo-Su,11543163,11543162,0,La vie
479,Mo-Su,11543163,11543161,1,Gare de Warren Blockauss
480,Mo-Su,11543219,11543218,0,Feu de la patisserie
481,Mo-Su,11543219,11543217,1,Gare de Warren Blockauss
482,Mo-Su,11543567,11543566,0,Akouédo
483,Mo-Su,11543567,11543565,1,Station Riviera 2
484,Mo-Su,11543885,11543884,0,Terminus M'pouto
485,Mo-Su,11543885,11543883,1,Station Riviera 2
486,Mo-Su,11544387,11544386,0,Toit Rouge
487,Mo-Su,11544387,11544385,1,Siporex au feux
488,Mo-Su,11544470,11544469,0,Yopougon Koweit
489,Mo-Su,11544470,11544468,1,Siporex
490,Mo-Su,11548462,11548461,0,Andokoi
491,Mo-Su,11548462,11548460,1,Siporex
492,Mo-Su,11555785,11555783,0,Sapeur Pompier
493,Mo-Su,11555785,11555784,1,Camp Militaire
494,Mo-Su,11555928,11555927,0,Terminus 40
495,Mo-Su,11555928,11555926,1,Sapeur Pompier
496,Mo-Su,11569330,11569329,0,Yopougon Prison Civil
497,Mo-Su,11569330,11569328,1,Yopougon Gabriel Gare
498,Mo-Su,11569444,11569443,0,Camp Militaire
499,Mo-Su,11569444,11569442,1,Siporex
500,Mo-Su,11572895,11572894,0,Mossikro
501,Mo-Su,11572895,11572893,1,Gabriel Gare
502,Mo-Su,11573879,11573878,0,Terminus derrière Rail
503,Mo-Su,11573879,11600819,1,Abobo Gare
504,Mo-Su,11578622,11578621,0,Koweit
505,Mo-Su,11578622,11578620,1,Complexe
506,Mo-Su,11580511,11580510,0,Toit rouge Jean-Paul 2
507,Mo-Su,11580511,11580509,1,BHCI
508,Mo-Su,11580548,11580546,0,Lama Fofana
509,Mo-Su,11580548,11580547,1,BHCI
510,Mo-Su,11581068,11581067,0,Sapeur Pompier
511,Mo-Su,11581068,11581066,1,BHCI
512,Mo-Su,11581116,11581115,0,Toit rouge Jean-Paul 2
513,Mo-Su,11581116,11581114,1,Palais
514,Mo-Su,11581529,11581528,0,Saguidiba
515,Mo-Su,11581529,11581527,1,Camp Militaire
516,Mo-Su,11581693,11581691,0,Camp Militaire
517,Mo-Su,11581693,11581692,1,Abobo Doumé
518,Mo-Su,11581772,11581770,0,Zoo
519,Mo-Su,11581772,11581771,1,Pont Soro
520,Mo-Su,11581798,11581797,0,Mossikro
521,Mo-Su,11581798,11581796,1,Sable nouveau goudron
522,Mo-Su,11581822,11581820,0,Zoo
523,Mo-Su,11581822,11581821,1,Cascades
524,Mo-Su,11581842,11581841,0,Millionnaire Antenne
525,Mo-Su,11581842,11581840,1,Sable nouveau goudron
526,Mo-Su,11581878,11581876,0,Zoo
527,Mo-Su,11581878,11581877,1,Zinssou
528,Mo-Su,11583609,11583591,0,Saguidiba
529,Mo-Su,11583609,11583590,1,Sapeur Pompier
530,Mo-Su,11583655,11583653,0,Camp Militaire
531,Mo-Su,11583655,11583652,1,Palais
532,Mo-Su,11583703,11583702,0,Toit rouge Jean-Paul 2
533,Mo-Su,11583703,11583701,1,Koweit
534,Mo-Su,11583900,11583899,0,Koweit
535,Mo-Su,11583900,11583898,1,Camp Militaire
536,Mo-Su,11588596,11588595,0,Sapeur Pompier
537,Mo-Su,11588596,11588594,1,Palais
538,Mo-Su,11588862,11588861,0,Complexe
539,Mo-Su,11588862,11588860,1,BHCI
540,Mo-Su,11588965,11588964,0,Nouveau Goudron
541,Mo-Su,11588965,11588963,1,Keneya
542,Mo-Su,11589210,11589209,0,Sable nouveau groudron
543,Mo-Su,11589210,11589208,1,Zone industrielle
544,Mo-Su,11591910,11591909,0,Vallon
545,Mo-Su,11591910,11591908,1,Gare carrefour 2 plateaux
546,Mo-Su,11592007,11592006,0,Commissariat du 12è
547,Mo-Su,11592007,11592005,1,Gare carrefour 2 plateaux
548,Mo-Su,11592064,11592063,0,Saint Michel
549,Mo-Su,11592064,11592062,1,Adjamé Liberté
550,Mo-Su,11592121,11592120,0,Zoo
551,Mo-Su,11592121,11592119,1,Opera
552,Mo-Su,11592212,11592211,0,Sable
553,Mo-Su,11592212,11592210,1,Carrefour CHU
554,Mo-Su,11592326,11592325,0,Terminus Derrière Rail Celeste
555,Mo-Su,11592326,11592324,1,Abobo Gendarmerie
556,Mo-Su,11592385,11592384,0,Zone industrielle
557,Mo-Su,11592385,11592383,1,Carrefour Zone
558,Mo-Su,11592419,11592418,0,Micao
559,Mo-Su,11592419,11592417,1,Carrefour Zone
560,Mo-Su,11592466,11592464,0,Keneya
561,Mo-Su,11592466,11592465,1,Carrefour CHU
562,Mo-Su,11592497,11592495,0,Kennedy
563,Mo-Su,11592497,11592496,1,Abobo Marché
564,Mo-Su,11592571,11592569,0,Mairie
565,Mo-Su,11592571,11592570,1,Gabriel Gare
566,Mo-Su,11592766,11592765,0,Dokui
567,Mo-Su,11592766,11592764,1,Abobo Marché
568,Mo-Su,11592774,11592773,0,Gabriel Gare
569,Mo-Su,11592774,11592772,1,Bel air
570,Mo-Su,11592840,11592839,0,Coopec ananeraie
571,Mo-Su,11592840,11592838,1,Carrefour Oasis
572,Mo-Su,11592897,11592896,0,Houphouet-Boigny
573,Mo-Su,11592897,11592895,1,Abobo marché
574,Mo-Su,11592959,11592958,0,Carrefour kennedy
575,Mo-Su,11592959,11592957,1,Abobo Marche
576,Mo-Su,11593183,11593182,0,Grand Carrefour
577,Mo-Su,11593183,11593181,1,Ancienne Gendarmerie
578,Mo-Su,11596432,11596430,0,Keneya
579,Mo-Su,11596432,11596431,1,Coopec ananeraie
580,Mo-Su,11596455,11596454,0,Keneya
581,Mo-Su,11596455,11596453,1,Bel air
582,Mo-Su,11596584,11596582,0,Palais
583,Mo-Su,11596584,11596583,1,Koweit
584,Mo-Su,11596698,11596696,0,Palais
585,Mo-Su,11596698,11596697,1,Abobo Doumé
586,Mo-Su,11596735,11596734,0,Mossikro
587,Mo-Su,11596735,11596733,1,Bel air
588,Mo-Su,11596752,11596751,0,Millionnaire Antenne
589,Mo-Su,11596752,11596750,1,Bel air
590,Mo-Su,11596793,11596792,0,Toit rouge Jean-Paul 2
591,Mo-Su,11596793,11596791,1,Sapeur Pompier
592,Mo-Su,11596832,11596830,0,Toit rouge Jean-Paul 2
593,Mo-Su,11596832,11596831,1,Abobo Doumé
594,Mo-Su,11596845,11596844,0,Mairie d'Anyama
595,Mo-Su,11596845,11596843,1,Gare d'Anyama
596,Mo-Su,11596868,11596867,0,Sable
597,Mo-Su,11596868,11596866,1,Koweit
598,Mo-Su,11596890,11596888,0,Koweit
599,Mo-Su,11596890,11596889,1,Abobo Doumé
600,Mo-Su,11597012,11597011,0,Houphouet-Boigny
601,Mo-Su,11597012,11597010,1,Lycée Moderne d'Abobo
602,Mo-Su,11597021,11597019,0,Mossikro
603,Mo-Su,11597021,11597020,1,Abobo Doumé Santé
604,Mo-Su,11597137,11597136,0,BC Carrefour Niamkey
605,Mo-Su,11597137,11597122,1,Abobo Gendarmerie
606,Mo-Su,11597169,11597168,0,BC
607,Mo-Su,11597169,11597167,1,Abobo Gendarmerie
608,Mo-Su,11597201,11597200,0,Habitat grace
609,Mo-Su,11597201,11597199,1,Abobo Marché
610,Mo-Su,11597456,11597454,0,Abobo Marché
611,Mo-Su,11597456,11597455,1,Abobo Baoulé
612,Mo-Su,11600234,11600233,0,Houphouet-Boigny
613,Mo-Su,11600234,11600232,1,Abobo Gendarmerie
614,Mo-Su,11600299,11600298,0,Abobo Baoulé
615,Mo-Su,11600299,11600297,1,Abobo Samaké
616,Mo-Su,11600482,11600481,0,Mosquée Ado
617,Mo-Su,11600482,11600480,1,Carrefour Kennedy
618,Mo-Su,11600997,11600995,0,Adjamé Liberté
619,Mo-Su,11600997,11600996,1,Abobo Gare Mairie
620,Mo-Su,11604247,11604246,0,Biabou
621,Mo-Su,11604247,11604245,1,Abobo Samaké
622,Mo-Su,11619625,11619623,0,Terminus 40
623,Mo-Su,11619625,11619624,1,Camp Militaire
624,Mo-Su,11619658,11619657,0,Toit rouge Jean-Paul 2
625,Mo-Su,11619658,11619656,1,Terminus 40
626,Mo-Su,11619704,11619703,0,Terminus 40
627,Mo-Su,11619704,11619702,1,Abobo Doumé
628,Mo-Su,11619877,11619876,0,Songon Agban
629,Mo-Su,11619877,11619875,1,Siporex
630,Mo-Su,11619939,11619937,0,Sable
631,Mo-Su,11619939,11619938,1,Koweit
632,Mo-Su,11620000,11619998,0,Yopougon Siporex
633,Mo-Su,11620000,11619999,1,Yopougon Lokoa
634,Mo-Su,11620022,11620020,0,Yopougon Siporex
635,Mo-Su,11620022,11620021,1,Yopougon Académie
636,Mo-Su,11620051,11620049,0,Yopougon Siporex
637,Mo-Su,11620051,11620050,1,Yopougon Gesco
638,Mo-Su,11620886,11620884,0,Yopougon Acamedie
639,Mo-Su,11620886,11620885,1,Yopougon Diop
640,Mo-Su,11620905,11620903,0,Yopougon Siporex
641,Mo-Su,11620905,11620904,1,Yopougon IGES
642,Mo-Su,11702225,11702223,0,Terre Rouge
643,Mo-Su,11702225,11702224,1,Carrefour deux poteaux
644,Mo-Su,11702278,11702276,0,Terre Rouge
645,Mo-Su,11702278,11702277,1,Benogosso
646,Mo-Su,11702376,11702375,0,Ndotre
647,Mo-Su,11702376,11702374,1,Yopougon Carrefour zone
648,Mo-Su,11702381,11702380,0,Zone industrielle
649,Mo-Su,11702381,11702379,1,Marché 23è
650,Mo-Su,11702592,11702591,0,Abobo Agripac
651,Mo-Su,11702592,11702590,1,Yopougon Carrefour zone
652,Mo-Su,11702772,11702771,0,Biabou
653,Mo-Su,11702772,11702770,1,Abobo Marché
654,Mo-Su,11702874,11702873,0,Beago Wolosso
655,Mo-Su,11702874,11702872,1,Yopougon Palais
656,Mo-Su,11702965,11702963,0,Zone Industrielle
657,Mo-Su,11702965,11702964,1,Yopougon Koweit
658,Mo-Su,11703071,11703070,0,Gesco
659,Mo-Su,11703071,11703069,1,Zone Industrielle
660,Mo-Su,11703076,11703074,0,Casier
661,Mo-Su,11703076,11703075,1,Belleville
662,Mo-Su,11703113,11703112,0,Terminus Mobiobi
663,Mo-Su,11703113,11703111,1,Mobiobi
664,Mo-Su,11703128,11703127,0,Attecoubé Garage
665,Mo-Su,11703128,11703126,1,Yopougon Locodjro Marine
666,Mo-Su,11703171,11703169,0,Gonzagueville Corridor
667,Mo-Su,11703171,11703170,1,Éléphant
668,Mo-Su,11703223,11703221,0,Gonzagueville Corridor
669,Mo-Su,11703223,11703222,1,Abraham
670,Mo-Su,11703304,11703303,0,Usine
671,Mo-Su,11703304,11703302,1,Gonzagueville Corridor
672,Mo-Su,11758498,11758496,0,Yopougon IGES
673,Mo-Su,11758498,11758497,1,Adjame mosquée en bas du pont
674,Mo-Su,11758556,11758555,0,Yopougon Lubafrique
675,Mo-Su,11758556,11758554,1,Adjamé Texaco
676,Mo-Su,5985016,5985015,0,Gare Sud Plateau
677,Mo-Su,5985016,5986717,1,Terminus Aéroport FHB
678,Mo-Su,9589447,9589445,0,Terminus 15 Gare SOTRA Abobo Sogefiha
679,Mo-Su,9589447,9589446,1,Terminus 15 Gare Sud SOTRA Plateau
