trip_id,arrival_time,departure_time,stop_id,stop_sequence
140,06:45:00,06:45:00,TX304T1S5,4
140,07:00:00,07:00:00,TX326T2S6,5
140,07:15:00,07:15:00,TX302T1S6,6
140,07:30:00,07:30:00,TX458T1S8,7

153,06:00:00,06:00:00,TX424T2S6,1
153,06:15:00,06:15:00,TX308T2S7,2
153,06:30:00,06:30:00,TX424T2S7,3
153,06:45:00,06:45:00,TX424T2S8,4

154,06:00:00,06:00:00,TX244T1S1,1
154,06:15:00,06:15:00,TX455T2S1,2
154,06:30:00,06:30:00,TX112T1S10,3
154,06:45:00,06:45:00,TX322T2S2,4
154,07:00:00,07:00:00,TX112T2S2,5
154,07:15:00,07:15:00,TX323T1S3,6
154,07:30:00,07:30:00,TX323T1S6,7
154,07:45:00,07:45:00,TX112T1S8,8
154,08:00:00,08:00:00,TX323T1S8,9
154,08:15:00,08:15:00,TX112T1S9,10
154,08:30:00,08:30:00,TX323T1S9,11

141,06:00:00,06:00:00,TX347T1S2,1
141,06:15:00,06:15:00,TX458T1S8,2

155,06:00:00,06:00:00,TX424T2S6,1
155,06:15:00,06:15:00,TX467T2S6,2
155,06:30:00,06:30:00,TX308T2S7,3
155,06:45:00,06:45:00,TX424T2S7,4
155,07:00:00,07:00:00,TX424T2S8,5

142,06:00:00,06:00:00,TX458T2S14,1
142,06:15:00,06:15:00,TX458T1S16,2
142,06:30:00,06:30:00,TX302T1S2,3
142,06:45:00,06:45:00,TX281T1S4,4
142,07:00:00,07:00:00,TX302T1S5,5
142,07:15:00,07:15:00,TX304T1S5,6
142,07:30:00,07:30:00,TX347T1S5,7
142,07:45:00,07:45:00,TX326T2S6,8
142,08:00:00,08:00:00,TX458T1S8,9

563,06:00:00,06:00:00,TX313T2S2,1
563,06:15:00,06:15:00,TX202T2S2,2
563,06:30:00,06:30:00,TX202T2S5,3
563,06:45:00,06:45:00,TX202T2S8,4

143,06:00:00,06:00:00,TX202T2S1,1
143,06:15:00,06:15:00,TX202T2S2,2
143,06:30:00,06:30:00,TX326T2S6,3
143,06:45:00,06:45:00,TX458T1S8,4

156,06:00:00,06:00:00,TX467T2S6,1
156,06:15:00,06:15:00,TX424T2S7,2
156,06:30:00,06:30:00,TX424T2S8,3

144,06:00:00,06:00:00,TX459T2S1,1
144,06:15:00,06:15:00,TX302T2S1,2
144,06:30:00,06:30:00,TX302T1S2,3
144,06:45:00,06:45:00,TX162T1S2,4
144,07:00:00,07:00:00,TX162T1S3,5
144,07:15:00,07:15:00,TX281T1S4,6
144,07:30:00,07:30:00,TX304T1S5,7
144,07:45:00,07:45:00,TX326T2S6,8
144,08:00:00,08:00:00,TX302T1S6,9
144,08:15:00,08:15:00,TX458T1S8,10

566,06:00:00,06:00:00,TX200T2S2,1
566,06:15:00,06:15:00,TX200T2S4,2
566,06:30:00,06:30:00,TX200T1S6,3

145,06:00:00,06:00:00,TX325T2S1,1
145,06:15:00,06:15:00,TX458T1S16,2
145,06:30:00,06:30:00,TX347T1S2,3
145,06:45:00,06:45:00,TX309T1S3,4
145,07:00:00,07:00:00,TX309T1S4,5
145,07:15:00,07:15:00,TX347T1S4,6
145,07:30:00,07:30:00,TX347T1S5,7
145,07:45:00,07:45:00,TX458T1S8,8

146,06:00:00,06:00:00,TX458T2S14,1
146,06:15:00,06:15:00,TX302T1S2,2
146,06:30:00,06:30:00,TX281T1S4,3
146,06:45:00,06:45:00,TX304T1S5,4
146,07:00:00,07:00:00,TX326T2S6,5
146,07:15:00,07:15:00,TX302T1S6,6
146,07:30:00,07:30:00,TX458T1S8,7


148,06:00:00,06:00:00,TX458T2S14,1
148,06:15:00,06:15:00,TX313T1S2,2
148,06:30:00,06:30:00,TX441T1S2,3


150,06:00:00,06:00:00,TX141T1S11,1
150,06:15:00,06:15:00,TX206T2S2,2
150,06:30:00,06:30:00,TX191T2S4,3
150,06:45:00,06:45:00,TX305T2S4,4
150,07:00:00,07:00:00,TX191T2S5,5
150,07:15:00,07:15:00,TX312T1S5,6

157,06:00:00,06:00:00,TX424T2S6,1
157,06:15:00,06:15:00,TX308T2S7,2
157,06:30:00,06:30:00,TX424T2S7,3
157,06:45:00,06:45:00,TX424T2S8,4

151,06:00:00,06:00:00,TX458T2S14,1
151,06:15:00,06:15:00,TX307T1S2,2
151,06:30:00,06:30:00,TX308T1S2,3
151,06:45:00,06:45:00,TX313T1S2,4
151,07:00:00,07:00:00,TX441T1S2,5
151,07:15:00,07:15:00,TX308T1S3,6
151,07:30:00,07:30:00,TX313T1S4,7
151,07:45:00,07:45:00,TX131T1S4,8
151,08:00:00,08:00:00,TX202T1S9,9

161,06:00:00,06:00:00,TX151T1S13,1
161,06:15:00,06:15:00,TX198T2S6,2

152,06:00:00,06:00:00,TX458T1S1,1
152,06:15:00,06:15:00,TX347T1S2,2
152,06:30:00,06:30:00,TX458T1S2,3
152,06:45:00,06:45:00,TX309T1S3,4
152,07:00:00,07:00:00,TX441T1S7,5
152,07:15:00,07:15:00,TX458T1S8,6

158,06:00:00,06:00:00,TX128T2S2,1
158,06:15:00,06:15:00,TX453T2S2,2
158,06:30:00,06:30:00,TX183T1S3,3
158,06:45:00,06:45:00,TX453T2S4,4
158,07:00:00,07:00:00,TX128T1S4,5
158,07:15:00,07:15:00,TX453T2S5,6


160,06:00:00,06:00:00,TX123T1S02,1
160,06:15:00,06:15:00,TX123T1S10,2
160,06:30:00,06:30:00,TX338T1S12,3
160,06:45:00,06:45:00,TX123T2S13,4
160,07:00:00,07:00:00,TX123T2S4,5
160,07:15:00,07:15:00,TX123T2S5,6
160,07:30:00,07:30:00,TX338T1S6,7
160,07:45:00,07:45:00,TX338T1S7,8
160,08:00:00,08:00:00,TX338T1S8,9
160,08:15:00,08:15:00,TX123T2S9,10
160,08:30:00,08:30:00,TX470T1S9,11

163,06:00:00,06:00:00,TX231T2S10,1
163,06:15:00,06:15:00,TX289T1S10,2
163,06:30:00,06:30:00,TX151T1S13,3
163,06:45:00,06:45:00,TX352T1S3,4
163,07:00:00,07:00:00,TX289T1S5,5
163,07:15:00,07:15:00,TX354T1S8,6
163,07:30:00,07:30:00,TX296T1S8,7

169,06:00:00,06:00:00,TX277S18,1
169,06:15:00,06:15:00,TX154T1S10,2
169,06:30:00,06:30:00,TX205T2S12,3
169,06:45:00,06:45:00,TX239T2S15,4
169,07:00:00,07:00:00,TX299T2S3,5
169,07:15:00,07:15:00,TX336T1S4,6
169,07:30:00,07:30:00,TX188T1S6,7
169,07:45:00,07:45:00,TX336T1S6,8
169,08:00:00,08:00:00,TX449T2S9,9

164,06:00:00,06:00:00,TX289T1S10,1
164,06:15:00,06:15:00,TX231T2S10,2
164,06:30:00,06:30:00,TX231T2S12,3
164,06:45:00,06:45:00,TX151T1S13,4
164,07:00:00,07:00:00,TX352T1S3,5
164,07:15:00,07:15:00,TX289T1S5,6
164,07:30:00,07:30:00,TX352T1S6,7
164,07:45:00,07:45:00,TX354T1S8,8
164,08:00:00,08:00:00,TX296T1S8,9

170,06:00:00,06:00:00,TX205T2S12,1
170,06:15:00,06:15:00,TX239T2S15,2
170,06:30:00,06:30:00,TX299T2S3,3
170,06:45:00,06:45:00,TX336T1S4,4
170,07:00:00,07:00:00,TX188T1S6,5

165,06:00:00,06:00:00,TX151T1S13,1
165,06:15:00,06:15:00,TX206T2S2,2

171,06:00:00,06:00:00,TX198T1S11,1
171,06:15:00,06:15:00,TX290T2S5,2
171,06:30:00,06:30:00,TX128T2S5,3
171,06:45:00,06:45:00,TX128T2S6,4
171,07:00:00,07:00:00,TX290T2S7,5
171,07:15:00,07:15:00,TX237T1S9,6

166,06:00:00,06:00:00,TX151T1S13,1
166,06:15:00,06:15:00,TX212T2S2,2
166,06:30:00,06:30:00,TX213T2S3,3
166,06:45:00,06:45:00,TX428T1S3,4
166,07:00:00,07:00:00,TX129T1S5,5
166,07:15:00,07:15:00,TX207T1S5,6
166,07:30:00,07:30:00,TX207T1S6,7
166,07:45:00,07:45:00,TX213T1S6,8
166,08:00:00,08:00:00,TX453T2S7,9
166,08:15:00,08:15:00,TX425T1S8,10
166,08:30:00,08:30:00,TX242T2S9,11

671,06:00:00,06:00:00,TX141T1S10,1
671,06:15:00,06:15:00,TX198T2S11,2
671,06:30:00,06:30:00,TX203T1S2,3
671,06:45:00,06:45:00,TX201T1S3,4
671,07:00:00,07:00:00,TX282T1S3,5
671,07:15:00,07:15:00,TX198T2S9,6

167,06:00:00,06:00:00,TX179T1S10,1
167,06:15:00,06:15:00,TX449T2S10,2
167,06:30:00,06:30:00,TX450T2S10,3
167,06:45:00,06:45:00,TX179T1S10,4
167,07:00:00,07:00:00,TX151T1S13,5
167,07:15:00,07:15:00,TX447T2S2,6
167,07:30:00,07:30:00,TX231T1S4,7
167,07:45:00,07:45:00,TX126T1S7,8
167,08:00:00,08:00:00,TX290T2S7,9
167,08:15:00,08:15:00,TX179T1S9,10
167,08:30:00,08:30:00,TX425T2S9,11

174,06:00:00,06:00:00,TX446T1S015,1
