route_id,agency_id,route_short_name,route_long_name,route_type
304,3,TX357,ካሳንችስ - ኤድናሞል - ቦሌ ድልድይ ,3
305,3,TX358,ካሳንችስ - ቱሪስት ሆቴል ፊት ለፊት  - አዉቶቡስ ተራ ,3
307,3,TX362,ካራ ቆሬ -  - 18 ማዞሪያ,3
308,3,TX365,ኬንቴሪ - ኖክ ፉሪ  - ጀሞ መንደር,3
310,3,TX368,ኳስ ሜዳ - ከጥቁር አንበሳ  - ኮሜርስ ት/ቤት,3
311,3,TX369,ኳስ ሜዳ - ከለገሀር - እስቴድየም,3
314,3,TX380,ዘነበወርቅ -  - ቡናና ሻይ ስታዲየም,3
327,3,TX403,ጀርመን አደባባይ - ጎፋ ገብርኤል  - ቄራ ጫፍ,3
315,3,TX384,የሺ ቶታል  -  በቃሊቲ ቶታል  -  ሳሪስ ሸዋ ዳቦ,3
316,3,TX386,የሺደበሌ - መንዲዳ - ጦርሀይሎች,3
318,3,TX392,ጀሞ መንደር - ሜክሲኮ - ፒያሳ አራዳ,3
328,3,TX404,ጀርመን አደባባይ - አፍሪካ ህብረት - ፒያሳ አራዳ,3
321,3,TX396,ጀሞ መንደር - ላፍቶ ሞል - ምዕራብ ሆቴል,3
322,3,TX397,ጀሞ መንደር - አዲስ አበባ ቆሼ - አየር ጤና,3
325,3,TX400,ጀሞ ሚካኤል - ልደታ ፍ/ቤት  - ምዕራብ ሆቴል,3
326,3,TX402,ጀርመን አደባባይ - ገነት ሆቴል - ሜክሲኮ ኬኬር,3
329,3,TX405,ገላን ኮንደሚኒዬም - ቃሊቲ ገብርኤል - ሳሪስ ሸዋ ዳቦ,3
330,3,TX406,ገላን ኮንዶሚኒየም  - በማሰልጠኛ - ሳሪስ ሸዋ ዳቦ ,3
333,3,TX410,ገብርኤል መሳለሚያ  - ላም በረት በር - መገናኛ ሚዛን,3
334,3,TX411,ጎ/በረንዳ - ሰሜን ማዘጋጃ - ድልበር,3
331,3,TX407,ገላን ኮንዶሚኒየም  -  በሀይሌ ጋርመንት  -  ሜክሲኮ,3
332,3,TX408,ገላን ኮንዶሚኒየም  - በሳሪስ ጎተራ  -  ለገሀር,3
335,3,TX412,ጎ/በረንዳ - ዮሀንስ ቤ/ከርስቲያን - አዲሱ ገበያ,3
336,3,TX413,ጎ/በረንዳ - በዮሐንስ ቤ/ክርስቲያን - ቀጨኔ 8 ቁጥር ማዞሪያ,3
337,3,TX415,ጎሮ አደባባይ     - አርሴማ  - ቱሊዲምቱ ኮ/ሚ,3
338,3,TX416,ጎሮ አደባባይ     - ሰሚት ለስላሳ   - አባኪሮስ አደባባይ,3
339,3,TX417,ጎጃም በረንዳ - መሿለኪያ - ሳሪስ ሸዋ ዳቦ,3
343,3,TX421,ጎፋ ገብርኤል  - ጀርመን አደባባይ - አየር ጤና,3
340,3,TX418,ጎፋ መ/ኃይል  - ሜክሲኮ ኬኬር - ፒያሳ አራዳ,3
344,3,TX422,ጎፋ ገብርኤል  - ጀሞ በር 1 - ጀሞ መንደር,3
341,3,TX419,ጎፋ መ/ኃይል  - ሜክሲኮ ኬኬር - አውቶቢስ ተራ ,3
342,3,TX420,ጎፋ ካምፕ  - ከቄራ ተሻግሮ - ተ/ሃይማኖት,3
346,3,TX424,ጠሮ መስጊድ - ልደት  - ጥቁርአንበሣ,3
347,3,TX425,ጣና ገበያ  - በምስራቅ ጎህ ት/ቤት - መገናኛ ተርሚናል  ,3
356,3,TX443,ፒያሳ - በዮሀንስ - ሩፋኤል ቤ/ክርስቲያን,3
348,3,TX427,ጣና ገበያ  - በተ/ሃይማኖት  - ቦሌ ሚካኤል,3
357,3,TX445,ፒያሳ  - ቡልጋሪያ  - ቄራ,3
349,3,TX428,ጣና ገበያ  - በካዛንችስ ሃናን - ቴሌ መ/ዓለም,3
350,3,TX429,ጣና ገበያ  - ምስራቅ ጎህ ት/ቤት - መገናኛ ተርሚናል  ,3
361,3,TX450,ፒያሳ ማዘጋጃ - ገነት ሆቴል ቶታል - ጎፋ መብራት,3
351,3,TX431,ጦ/ኃይሎች - በግ ተራ - የሺ ደበሌ,3
365,3,TX454,ፒያሳ ማዘጋጃ ጀርባ(ጊዮርጊስ ቤተ/ክ) - አ/አ/ት/ቢሮ - ፈረንሳይ ብረት ድልድይ,3
352,3,TX437,ፒያሣ - ጐጃም በረንዳ - 18 ማዞሪያ,3
353,3,TX438,ፒያሣ -  አውቶቢስ ተራ - ልኳንዳ,3
354,3,TX440,ፒያሣ - ዘነበወርቅ - ሰለፊያ,3
366,3,TX455,ፒያሳ ማዘጋጃ ጀርባ(ጊዮርጊስ ቤተ/ክ) - በግ ተራ 18 - ሉካንዳ,3
355,3,TX441,ፒያሣ - ሞቢል - ካራቆሬ,3
358,3,TX446,ፒያሳ ማዘጋጃ - አምባሳደር - ቃሊቲ መናኸሪያ,3
359,3,TX447,ፒያሳ ማዘጋጃ -  - ብሔራዊ ጫፍ,3
360,3,TX449,ፒያሳ ማዘጋጃ - ጎተራ ጫፍ - አደይ አበባ,3
374,3,TX468,ፒያሳ አያሌው  -  - አዲሱ ገበያ,3
362,3,TX451,ፒያሳ ማዘጋጃ - TZ ሆቴል - ቦሌ ሚካኤል,3
377,3,TX471,ፒያሳ አያሌው  - ችሎት - ቀጨኔ,3
363,3,TX452,ፒያሳ ማዘጋጃ - አለም ሲኒማ - ቦሌ ድልድይ,3
391,3,TX489,ከአያት አደባባይ - ስራ አመራር ኢንስትቲዬት - መገናኛ ተርሚናል,3
364,3,TX453,ፒያሳ ማዘጋጃ - አፍሪካ ሕብረት - መካኒሳ,3
392,3,TX490,ከአያት አደባባይ  - ለገዳዲ - 44 ማዞሪያ  ,3
367,3,TX456,ፒያሳ ሸዋ ዳቦ - ካዛንችስ  - መገናኛ ተርሚናል,3
397,3,TX506,ከመገናኛ -  - ብርትሽ ካውንስል እንግሊዝ ኤምባሲ,3
368,3,TX457,ፒያሳ ሸዋ ዳቦ - ጦር ኃይሎች (ሸዋ ሱፕር ማርኬት) - ዘነበ ወርቅ አደባባይ,3
381,3,TX475,ፒያሳ አያሌዉ ሙዚቃ ቤት - ካዛንችስ  - ሾላ ገበያ,3
369,3,TX458,ፒያሳ ሸዋ ዳቦ - ዘነበ ወርቅ አደባባይ - አለም ባንክ,3
382,3,TX477,ፒያስ አራዳ - ገነት ሆቴል - ቄራ ጫፍ,3
370,3,TX459,ፒያሳ ሸዋ ዳቦ - ዘነበ ወርቅ አደባባይ - ካራ ቆሬ,3
371,3,TX464,ፒያሳ አራዳ - መድኃኒዓለም ት/ቤት - መንደር 7,3
372,3,TX466,ፒያሳ አራዳ - እፎይታ ፖሊስ ጣቢያ - አጣና ተራ,3
384,3,TX479,ፒያስ አራዳ - ግሎባል  - አደይ አበባ,3
373,3,TX467,ፒያሳ አራዳ - አመዴ ማዞሪያ - 18 ማዞሪያ,3
